[Video Information]
y: 102
width: 27
height: 77

Frames: 1451 to 1452
x: 175
y: 102
width: 27
height: 77

Frames: 1453 to 1454
x: 178
y: 101
width: 26
height: 76

Frame: 1455
x: 179
y: 101
width: 26
height: 76

Frames: 1456 to 1457
x: 180
y: 101
width: 26
height: 76

Frames: 1458 to 1459
x: 182
y: 101
width: 26
height: 76

Frames: 1460 to 1462
x: 184
y: 101
width: 25
height: 76

Frame: 1463
x: 185
y: 101
width: 25
height: 76

Frame: 1464
x: 186
y: 101
width: 25
height: 76

Frame: 1465
x: 187
y: 101
width: 25
height: 76

Frame: 1466
x: 188
y: 101
width: 25
height: 76

Frame: 1467
x: 191
y: 101
width: 25
height: 76

Frame: 1468
x: 194
y: 101
width: 25
height: 76

Frame: 1469
x: 196
y: 101
width: 25
height: 76

Frame: 1470
x: 197
y: 101
width: 25
height: 76

Frame: 1471
x: 198
y: 101
width: 25
height: 76

Frame: 1472
x: 199
y: 101
width: 25
height: 76

Frames: 1473 to 1488
x: 202
y: 101
width: 25
height: 76

Frame: 1489
x: 203
y: 101
width: 25
height: 76

Frame: 1490
x: 204
y: 100
width: 25
height: 76

Frame: 1491
x: 206
y: 100
width: 25
height: 76

Frames: 1492 to 1493
x: 207
y: 100
width: 25
height: 76

Frames: 1494 to 1496
x: 208
y: 100
width: 25
height: 76

Frame: 1497
x: 209
y: 100
width: 25
height: 76

Frames: 1498 to 1499
x: 210
y: 100
width: 25
height: 76

Frames: 1500 to 1503
x: 211
y: 100
width: 25
height: 76

Frames: 1504 to 1509
x: 212
y: 100
width: 25
height: 76

Frames: 1510 to 1511
x: 213
y: 99
width: 25
height: 76

Frame: 1512
x: 213
y: 98
width: 25
height: 76

Frames: 1513 to 1708
x: 214
y: 96
width: 25
height: 76

Frame: 1709
x: 214
y: 95
width: 25
height: 76

Frames: 1710 to 1711
x: 216
y: 95
width: 25
height: 76

Frame: 1712
x: 217
y: 95
width: 25
height: 76

Frames: 1713 to 1717
x: 219
y: 95
width: 25
height: 76

Frames: 1718 to 1719
x: 219
y: 98
width: 25
height: 73

Frame: 1720
x: 220
y: 98
width: 25
height: 73

Frames: 1721 to 1793
x: 221
y: 98
width: 25
height: 73

Frames: 1794 to 1814
x: 222
y: 99
width: 25
height: 73

Frame: 1815
x: 223
y: 99
width: 25
height: 73

Frame: 1816
x: 225
y: 99
width: 25
height: 73

Frame: 1817
x: 227
y: 99
width: 25
height: 73

Frame: 1818
x: 232
y: 99
width: 25
height: 73

Frame: 1819
x: 235
y: 99
width: 25
height: 73

Frames: 1820 to 1821
x: 236
y: 99
width: 25
height: 73

Frame: 1822
x: 237
y: 99
width: 25
height: 73

Frame: 1823
x: 238
y: 99
width: 25
height: 73

Frame: 1824
x: 240
y: 99
width: 25
height: 73

Frame: 1825
x: 247
y: 98
width: 20
height: 71

Frames: 1826 to 1827
x: 248
y: 98
width: 20
height: 71

Frame: 1828
x: 249
y: 98
width: 20
height: 71

Frames: 1829 to 1832
x: 250
y: 98
width: 20
height: 71

Frames: 1833 to 1834
x: 251
y: 98
width: 20
height: 71

Frame: 1835
x: 253
y: 98
width: 20
height: 71

Frame: 1836
x: 255
y: 98
width: 20
height: 71

Frame: 1837
x: 257
y: 98
width: 20
height: 71

Frame: 1838
x: 258
y: 98
width: 20
height: 71

Frame: 1839
x: 260
y: 98
width: 20
height: 71

Frames: 1840 to 1842
x: 261
y: 98
width: 20
height: 71

Frames: 1843 to 1847
x: 262
y: 98
width: 20
height: 71

Frames: 1848 to 1849
x: 263
y: 98
width: 20
height: 71

Frame: 1850
x: 265
y: 98
width: 20
height: 71

Frames: 1851 to 2000
x: 265
y: 98
width: 23
height: 71

Object Number #58
Region Description:
Region 58
Start Frame:1314
End Frame:2000
Region Descriptors (0):
Region frames data
Frames: 1314 to 1316
x: -1
y: 107
width: 49
height: 104

Frame: 1317
x: 0
y: 107
width: 49
height: 104

Frame: 1318
x: 3
y: 107
width: 49
height: 104

Frame: 1319
x: 5
y: 107
width: 49
height: 104

Frame: 1320
x: 6
y: 107
width: 49
height: 104

Frame: 1321
x: 9
y: 105
width: 49
height: 104

Frame: 1322
x: 13
y: 105
width: 49
height: 104

Frame: 1323
x: 14
y: 105
width: 49
height: 104

Frame: 1324
x: 17
y: 105
width: 49
height: 104

Frame: 1325
x: 19
y: 105
width: 49
height: 104

Frame: 1326
x: 21
y: 105
width: 49
height: 104

Frame: 1327
x: 24
y: 106
width: 44
height: 104

Frame: 1328
x: 26
y: 106
width: 44
height: 104

Frame: 1329
x: 27
y: 104
width: 44
height: 104

Frame: 1330
x: 29
y: 104
width: 47
height: 106

Frame: 1331
x: 30
y: 104
width: 47
height: 106

Frame: 1332
x: 33
y: 104
width: 47
height: 106

Frame: 1333
x: 36
y: 104
width: 47
height: 106

Frame: 1334
x: 40
y: 103
width: 47
height: 106

Frame: 1335
x: 43
y: 103
width: 47
height: 106

Frames: 1336 to 1337
x: 45
y: 103
width: 47
height: 106

Frame: 1338
x: 47
y: 103
width: 47
height: 106

Frame: 1339
x: 52
y: 103
width: 47
height: 106

Frame: 1340
x: 56
y: 103
width: 47
height: 106

Frames: 1341 to 1343
x: 61
y: 103
width: 47
height: 106

Frame: 1344
x: 62
y: 103
width: 47
height: 106

Frame: 1345
x: 63
y: 102
width: 47
height: 106

Frame: 1346
x: 68
y: 102
width: 47
height: 106

Frame: 1347
x: 70
y: 102
width: 47
height: 106

Frame: 1348
x: 73
y: 102
width: 47
height: 106

Frame: 1349
x: 74
y: 102
width: 47
height: 106

Frame: 1350
x: 76
y: 102
width: 47
height: 106

Frame: 1351
x: 78
y: 102
width: 47
height: 106

Frames: 1352 to 1353
x: 79
y: 101
width: 47
height: 106

Frame: 1354
x: 82
y: 101
width: 47
height: 106

Frame: 1355
x: 83
y: 101
width: 47
height: 106

Frame: 1356
x: 86
y: 101
width: 47
height: 106

Frame: 1357
x: 88
y: 101
width: 47
height: 106

Frame: 1358
x: 90
y: 101
width: 47
height: 106

Frames: 1359 to 1361
x: 91
y: 101
width: 47
height: 106

Frame: 1362
x: 92
y: 102
width: 47
height: 106

Frame: 1363
x: 95
y: 102
width: 47
height: 106

Frame: 1364
x: 96
y: 102
width: 47
height: 106

Frame: 1365
x: 97
y: 102
width: 47
height: 106

Frame: 1366
x: 99
y: 102
width: 47
height: 106

Frame: 1367
x: 101
y: 102
width: 47
height: 106

Frames: 1368 to 1370
x: 102
y: 102
width: 47
height: 106

Frame: 1371
x: 102
y: 100
width: 47
height: 106

Frames: 1372 to 1375
x: 102
y: 100
width: 45
height: 106

Frame: 1376
x: 104
y: 100
width: 45
height: 106

Frames: 1377 to 1378
x: 105
y: 100
width: 45
height: 106

Frames: 1379 to 1385
x: 106
y: 100
width: 45
height: 106

Frame: 1386
x: 107
y: 100
width: 45
height: 106

Frame: 1387
x: 109
y: 100
width: 45
height: 106

Frame: 1388
x: 111
y: 100
width: 45
height: 106

Frames: 1389 to 1390
x: 113
y: 100
width: 45
height: 106

Frame: 1391
x: 117
y: 99
width: 41
height: 105

Frame: 1392
x: 119
y: 99
width: 41
height: 105

Frame: 1393
x: 120
y: 99
width: 41
height: 105

Frame: 1394
x: 122
y: 99
width: 41
height: 105

Frame: 1395
x: 124
y: 99
width: 41
height: 105

Frame: 1396
x: 126
y: 98
width: 41
height: 105

Frame: 1397
x: 128
y: 97
width: 41
height: 105

Frame: 1398
x: 130
y: 96
width: 41
height: 105

Frame: 1399
x: 131
y: 96
width: 41
height: 105

Frame: 1400
x: 128
y: 97
width: 37
height: 104

Frame: 1401
x: 129
y: 97
width: 37
height: 104

Frame: 1402
x: 130
y: 97
width: 37
height: 104

Frame: 1403
x: 131
y: 97
width: 37
height: 104

Frame: 1404
x: 132
y: 97
width: 37
height: 104

Frame: 1405
x: 133
y: 97
width: 37
height: 104

Frames: 1406 to 1407
x: 134
y: 97
width: 37
height: 104

Frame: 1408
x: 135
y: 97
width: 37
height: 104

Frame: 1409
x: 137
y: 97
width: 37
height: 104

Frames: 1410 to 1411
x: 137
y: 96
width: 37
height: 104

Frames: 1412 to 1416
x: 138
y: 96
width: 37
height: 104

Frame: 1417
x: 139
y: 95
width: 37
height: 104

Frame: 1418
x: 139
y: 94
width: 37
height: 104

Frame: 1419
x: 140
y: 91
width: 37
height: 104

Frames: 1420 to 1423
x: 141
y: 91
width: 37
height: 104

Frame: 1424
x: 141
y: 95
width: 32
height: 100

Frame: 1425
x: 141
y: 96
width: 32
height: 100

Frames: 1426 to 1430
x: 142
y: 96
width: 32
height: 100

Frames: 1431 to 1433
x: 143
y: 96
width: 32
height: 100

Frames: 1434 to 1456
x: 142
y: 97
width: 32
height: 100

Frame: 1457
x: 144
y: 97
width: 32
height: 100

Frame: 1458
x: 147
y: 97
width: 32
height: 100

Frame: 1459
x: 151
y: 97
width: 32
height: 100

Frames: 1460 to 1461
x: 153
y: 97
width: 32
height: 100

Frame: 1462
x: 155
y: 97
width: 32
height: 100

Frame: 1463
x: 157
y: 97
width: 32
height: 100

Frame: 1464
x: 158
y: 97
width: 32
height: 100

Frame: 1465
x: 159
y: 97
width: 32
height: 100

Frame: 1466
x: 161
y: 97
width: 32
height: 100

Frame: 1467
x: 162
y: 96
width: 32
height: 100

Frame: 1468
x: 167
y: 97
width: 30
height: 98

Frames: 1469 to 1470
x: 170
y: 97
width: 30
height: 98

Frame: 1471
x: 172
y: 97
width: 30
height: 98

Frame: 1472
x: 173
y: 97
width: 30
height: 98

Frame: 1473
x: 175
y: 97
width: 30
height: 98

Frame: 1474
x: 176
y: 97
width: 30
height: 98

Frame: 1475
x: 177
y: 97
width: 30
height: 98

Frame: 1476
x: 178
y: 97
width: 30
height: 98

Frame: 1477
x: 181
y: 97
width: 30
height: 98

Frame: 1478
x: 182
y: 97
width: 30
height: 98

Frame: 1479
x: 186
y: 97
width: 30
height: 98

Frame: 1480
x: 188
y: 97
width: 30
height: 98

Frames: 1481 to 1483
x: 190
y: 97
width: 30
height: 98

Frame: 1484
x: 191
y: 96
width: 30
height: 98

Frames: 1485 to 1486
x: 193
y: 96
width: 30
height: 98

Frame: 1487
x: 194
y: 96
width: 30
height: 98

Frame: 1488
x: 196
y: 96
width: 30
height: 98

Frame: 1489
x: 198
y: 96
width: 30
height: 98

Frame: 1490
x: 200
y: 96
width: 30
height: 98

Frames: 1491 to 1492
x: 201
y: 96
width: 30
height: 98

Frames: 1493 to 1495
x: 202
y: 96
width: 30
height: 98

Frame: 1496
x: 203
y: 96
width: 30
height: 98

Frames: 1497 to 1622
x: 204
y: 96
width: 30
height: 98

Frames: 1623 to 1629
x: 202
y: 95
width: 30
height: 98

Frames: 1630 to 1631
x: 201
y: 95
width: 30
height: 98

Frame: 1632
x: 198
y: 93
width: 30
height: 98

Frame: 1633
x: 197
y: 92
width: 30
height: 98

Frames: 1634 to 1638
x: 196
y: 92
width: 30
height: 98

Frame: 1639
x: 195
y: 92
width: 30
height: 98

Frame: 1640
x: 192
y: 97
width: 30
height: 92

Frames: 1641 to 1642
x: 191
y: 97
width: 30
height: 92

Frame: 1643
x: 190
y: 97
width: 30
height: 92

Frames: 1644 to 1645
x: 188
y: 97
width: 30
height: 92

Frames: 1646 to 1647
x: 187
y: 95
width: 30
height: 92

Frame: 1648
x: 192
y: 98
width: 26
height: 89

Frames: 1649 to 1652
x: 192
y: 95
width: 26
height: 89

Frame: 1653
x: 190
y: 94
width: 26
height: 89

Frame: 1654
x: 189
y: 94
width: 26
height: 89

Frames: 1655 to 1656
x: 188
y: 93
width: 26
height: 89

Frames: 1657 to 1658
x: 187
y: 98
width: 27
height: 84

Frame: 1659
x: 186
y: 97
width: 27
height: 84

Frames: 1660 to 1662
x: 184
y: 96
width: 27
height: 84

Frames: 1663 to 1664
x: 182
y: 96
width: 27
height: 84

Frames: 1665 to 1667
x: 180
y: 96
width: 27
height: 84

Frame: 1668
x: 179
y: 96
width: 27
height: 84

Frames: 1669 to 1670
x: 178
y: 96
width: 27
height: 84

Frames: 1671 to 1673
x: 178
y: 95
width: 27
height: 84

Frames: 1674 to 1704
x: 177
y: 95
width: 27
height: 84

Frames: 1705 to 1839
x: 177
y: 96
width: 26
height: 83

Frames: 1840 to 1847
x: 179
y: 96
width: 26
height: 83

Frames: 1848 to 1849
x: 181
y: 96
width: 26
height: 83

Frame: 1850
x: 182
y: 96
width: 26
height: 83

Frames: 1851 to 1854
x: 184
y: 96
width: 26
height: 83

Frames: 1855 to 1859
x: 185
y: 96
width: 26
height: 83

Frames: 1860 to 1861
x: 187
y: 96
width: 26
height: 83

Frame: 1862
x: 188
y: 96
width: 26
height: 83

Frames: 1863 to 1867
x: 189
y: 96
width: 26
height: 83

Frame: 1868
x: 190
y: 96
width: 26
height: 83

Frames: 1869 to 1870
x: 193
y: 96
width: 26
height: 83

Frame: 1871
x: 195
y: 96
width: 26
height: 83

Frame: 1872
x: 198
y: 96
width: 26
height: 83

Frame: 1873
x: 201
y: 96
width: 26
height: 83

Frame: 1874
x: 203
y: 95
width: 26
height: 83

Frame: 1875
x: 204
y: 95
width: 26
height: 83

Frames: 1876 to 1878
x: 205
y: 95
width: 26
height: 83

Frame: 1879
x: 208
y: 95
width: 26
height: 83

Frame: 1880
x: 211
y: 95
width: 26
height: 83

Frame: 1881
x: 214
y: 95
width: 26
height: 83

Frames: 1882 to 1884
x: 215
y: 95
width: 26
height: 83

Frame: 1885
x: 216
y: 95
width: 26
height: 83

Frame: 1886
x: 218
y: 95
width: 26
height: 83

Frame: 1887
x: 219
y: 95
width: 26
height: 83

Frames: 1888 to 1890
x: 220
y: 95
width: 26
height: 83

Frame: 1891
x: 221
y: 95
width: 26
height: 83

Frame: 1892
x: 222
y: 95
width: 26
height: 83

Frames: 1893 to 1894
x: 224
y: 95
width: 26
height: 83

Frames: 1895 to 1896
x: 227
y: 97
width: 25
height: 77

Frame: 1897
x: 229
y: 96
width: 25
height: 77

Frame: 1898
x: 229
y: 95
width: 25
height: 77

Frames: 1899 to 1900
x: 231
y: 95
width: 25
height: 77

Frame: 1901
x: 233
y: 95
width: 25
height: 77

Frame: 1902
x: 235
y: 95
width: 25
height: 77

Frame: 1903
x: 236
y: 95
width: 25
height: 77

Frame: 1904
x: 238
y: 95
width: 25
height: 77

Frames: 1905 to 1908
x: 239
y: 94
width: 25
height: 77

Frames: 1909 to 1972
x: 243
y: 95
width: 20
height: 75

Frames: 1973 to 2000
x: 243
y: 95
width: 20
height: 74

Object Number #59
Region Description:
Region 59
Start Frame:1149
End Frame:1272
Region Descriptors (0):
Region frames data
Frame: 1149
x: 287
y: 92
width: 21
height: 57

Frame: 1150
x: 288
y: 91
width: 21
height: 57

Frames: 1151 to 1152
x: 290
y: 91
width: 21
height: 57

Frames: 1153 to 1154
x: 291
y: 91
width: 21
height: 57

Frame: 1155
x: 293
y: 92
width: 21
height: 57

Frame: 1156
x: 294
y: 92
width: 21
height: 57

Frame: 1157
x: 295
y: 92
width: 21
height: 57

Frame: 1158
x: 296
y: 92
width: 21
height: 57

Frame: 1159
x: 297
y: 92
width: 21
height: 57

Frame: 1160
x: 298
y: 93
width: 21
height: 57

Frame: 1161
x: 299
y: 91
width: 21
height: 57

Frames: 1162 to 1163
x: 302
y: 91
width: 21
height: 57

Frames: 1164 to 1165
x: 303
y: 91
width: 21
height: 57

Frame: 1166
x: 304
y: 91
width: 21
height: 57

Frame: 1167
x: 305
y: 92
width: 21
height: 57

Frame: 1168
x: 306
y: 93
width: 21
height: 57

Frame: 1169
x: 307
y: 93
width: 21
height: 57

Frame: 1170
x: 308
y: 94
width: 21
height: 57

Frames: 1171 to 1177
x: 308
y: 93
width: 23
height: 61

Frame: 1178
x: 306
y: 94
width: 23
height: 61

Frame: 1179
x: 305
y: 95
width: 23
height: 61

Frame: 1180
x: 302
y: 95
width: 23
height: 61

Frame: 1181
x: 300
y: 95
width: 23
height: 61

Frame: 1182
x: 298
y: 95
width: 23
height: 61

Frame: 1183
x: 291
y: 95
width: 26
height: 61

Frame: 1184
x: 288
y: 95
width: 26
height: 61

Frame: 1185
x: 286
y: 95
width: 26
height: 61

Frame: 1186
x: 283
y: 95
width: 26
height: 61

Frame: 1187
x: 279
y: 95
width: 26
height: 61

Frame: 1188
x: 277
y: 96
width: 26
height: 61

Frame: 1189
x: 274
y: 97
width: 26
height: 61

Frame: 1190
x: 273
y: 97
width: 26
height: 61

Frame: 1191
x: 268
y: 97
width: 26
height: 61

Frame: 1192
x: 264
y: 89
width: 28
height: 69

Frame: 1193
x: 261
y: 89
width: 28
height: 69

Frame: 1194
x: 255
y: 88
width: 28
height: 69

Frame: 1195
x: 251
y: 88
width: 28
height: 69

Frame: 1196
x: 247
y: 88
width: 28
height: 69

Frame: 1197
x: 246
y: 91
width: 25
height: 66

Frame: 1198
x: 241
y: 91
width: 25
height: 66

Frame: 1199
x: 240
y: 91
width: 25
height: 66

Frame: 1200
x: 237
y: 91
width: 25
height: 66

Frame: 1201
x: 234
y: 91
width: 25
height: 66

Frame: 1202
x: 226
y: 91
width: 25
height: 66

Frame: 1203
x: 224
y: 91
width: 25
height: 66

Frame: 1204
x: 221
y: 91
width: 25
height: 66

Frame: 1205
x: 215
y: 91
width: 25
height: 66

Frame: 1206
x: 213
y: 91
width: 25
height: 66

Frame: 1207
x: 209
y: 91
width: 25
height: 66

Frame: 1208
x: 207
y: 91
width: 25
height: 66

Frame: 1209
x: 201
y: 91
width: 25
height: 66

Frame: 1210
x: 198
y: 91
width: 25
height: 66

Frame: 1211
x: 193
y: 91
width: 25
height: 66

Frame: 1212
x: 190
y: 91
width: 25
height: 66

Frame: 1213
x: 187
y: 91
width: 25
height: 66

Frame: 1214
x: 181
y: 91
width: 25
height: 66

Frame: 1215
x: 177
y: 91
width: 25
height: 66

Frame: 1216
x: 171
y: 91
width: 25
height: 66

Frame: 1217
x: 167
y: 91
width: 25
height: 66

Frame: 1218
x: 163
y: 91
width: 25
height: 66

Frame: 1219
x: 158
y: 91
width: 25
height: 66

Frame: 1220
x: 155
y: 91
width: 25
height: 66

Frame: 1221
x: 149
y: 91
width: 25
height: 66

Frame: 1222
x: 146
y: 91
width: 25
height: 66

Frame: 1223
x: 140
y: 91
width: 25
height: 66

Frame: 1224
x: 137
y: 91
width: 25
height: 66

Frames: 1225 to 1226
x: 134
y: 91
width: 25
height: 66

Frame: 1227
x: 132
y: 91
width: 25
height: 66

Frame: 1228
x: 127
y: 91
width: 25
height: 66

Frame: 1229
x: 123
y: 91
width: 25
height: 66

Frame: 1230
x: 120
y: 91
width: 25
height: 66

Frame: 1231
x: 115
y: 91
width: 25
height: 66

Frame: 1232
x: 110
y: 91
width: 25
height: 66

Frame: 1233
x: 106
y: 91
width: 25
height: 66

Frame: 1234
x: 103
y: 91
width: 25
height: 66

Frame: 1235
x: 98
y: 91
width: 25
height: 66

Frame: 1236
x: 96
y: 91
width: 25
height: 66

Frame: 1237
x: 95
y: 91
width: 25
height: 66

Frame: 1238
x: 88
y: 91
width: 25
height: 66

Frame: 1239
x: 83
y: 91
width: 25
height: 66

Frame: 1240
x: 82
y: 91
width: 25
height: 66

Frame: 1241
x: 79
y: 91
width: 25
height: 66

Frame: 1242
x: 75
y: 91
width: 25
height: 66

Frame: 1243
x: 72
y: 91
width: 25
height: 66

Frame: 1244
x: 64
y: 91
width: 25
height: 66

Frame: 1245
x: 63
y: 91
width: 25
height: 66

Frame: 1246
x: 62
y: 91
width: 25
height: 66

Frame: 1247
x: 55
y: 92
width: 25
height: 66

Frame: 1248
x: 53
y: 92
width: 25
height: 66

Frame: 1249
x: 52
y: 92
width: 25
height: 66

Frame: 1250
x: 45
y: 92
width: 25
height: 66

Frame: 1251
x: 43
y: 92
width: 25
height: 66

Frame: 1252
x: 39
y: 92
width: 25
height: 66

Frame: 1253
x: 35
y: 92
width: 25
height: 66

Frame: 1254
x: 32
